book_id,average_number_of_adjectives,total_number_of_proper_nouns,total_number_of_adjectives,average_verb_phrases,total_number_of_noun_phrases,average_words,total_number_of_prepositional_phrases,average_syllables,total_number_of_verb_phrases,total_number_of_conjunctions,average_word_length,count_number_unique_words,length_of_document,average_number_of_common_proper_nouns,total_number_of_common_and_proper_nouns,ratio_of_common_to_proper_nouns,average_number_of_proper_nouns,average_number_of_conjunctions,average_prepositional_phrases,average_noun_phrases
1651,0.8457365419390735,4790,6080,0.0022256224787870356,46.0,17.998608985950757,24.0,1.3391245208359095,16.0,14920,3.720956473352294,7827,582852,3.079148699401864,22136,3.621294363256785,0.6662957295868688,2.075392961468911,0.0033384337181805537,0.006398664626512728
3803,0.9371101339605277,7064,9164,0.03998363840883526,879.0,18.100419265773596,338.0,1.3739350523152019,391.0,21733,3.836099749158211,9244,823368,3.3161877492586154,32429,3.5907417893544733,0.7223642499233051,2.2224153798956947,0.03456386133551488,0.08988649146129461
2736,1.042972877773864,5042,5922,0.007749207467418105,116.0,21.46512856639662,49.0,1.3325757513599554,44.0,16463,3.743704821995586,7628,555567,3.8455442057062346,21835,3.3306227687425625,0.8879887284255019,2.8994364212750967,0.008629799225079253,0.020429728777738642
8650,2.4733972240581625,9267,14969,0.0004957038995373431,15.0,18.27081956378057,1.0,1.408401537418042,3.0,4230,4.2068189011982815,11936,560809,9.142597488433577,55331,4.970756447609798,1.5312293456708526,0.6989424983476537,0.00016523463317911433,0.002478519497686715
4071,1.037885027178389,3596,6301,0.013177400757700544,209.0,19.47685718991929,90.0,1.4059571733026623,80.0,14661,3.9233618619126553,8030,558688,3.5226486575522977,21386,4.947163515016685,0.5923241640586394,2.414923406358096,0.014824575852413112,0.03442595947949267
4002,0.8077097095285495,6961,8926,0.022260428920459686,618.0,16.723916387657226,241.0,1.3827590684789195,246.0,22205,3.9072320578304907,9236,873719,3.041444213193376,33611,3.8284729205573913,0.6298977468102435,2.009320423491087,0.02180798117817392,0.055922540946520674
305,1.0417319470160946,4617,7314,0.0019940179461615153,49.0,19.64933770118217,25.0,1.3943011641224141,14.0,17500,3.8962147900085533,8495,648593,3.4630394530693636,24314,4.266190166774962,0.6575986326734083,2.4925224327018944,0.0035607463324312774,0.006979062811565304
547,0.9425003252244049,5200,7245,0.005854039287108105,103.0,18.60036425133342,36.0,1.3867227114092082,45.0,17777,3.8788020785978556,8395,669689,3.3046702224534927,25403,3.8851923076923076,0.6764667620658255,2.312605697931573,0.004683231429686484,0.013399245479380774
4604,1.0435295273656284,6822,10620,0.0016704333300579738,49.0,20.329664930726146,24.0,1.3371130283477126,17.0,25887,3.73013847603857,8945,939282,3.3455831777537584,34048,3.99091175608326,0.6703350692738528,2.5436769185418098,0.0023582588189053747,0.004814778421931807
3336,0.8492396434189827,8512,9717,0.0026219192448872575,84.0,17.839800734137388,32.0,1.3218255659577804,30.0,24295,3.6577798680207523,8350,908468,3.0282293305366195,34649,3.070606203007519,0.7439258870826778,2.123317601817864,0.0027967138612130745,0.007341373885684321
1748,0.8731615832593032,7157,8846,9.870693909781858e-05,5.0,17.928042641397692,2.0,1.34624426715998,1.0,22301,3.727196648112361,8932,825442,3.1075905636166223,31483,3.398910157887383,0.7064455631230876,2.201263448820452,0.00019741387819563716,0.0004935346954890929
16339,1.0314293522820444,3123,3774,0.024596884394643345,255.0,18.92074337250615,91.0,1.344831072785313,90.0,9124,3.748768615215727,6604,318751,3.254987701557803,11910,2.813640730067243,0.8535118884941241,2.4935774801858432,0.02487018311013938,0.06969117245148948
4047,0.9523090854210685,4563,6310,0.016601267733172352,280.0,20.48837911258678,81.0,1.337561507410354,110.0,18034,3.6962933498335246,7529,611051,3.450045276184727,22860,4.009861932938856,0.6886507696951404,2.721702384545729,0.012224569876245095,0.04225777241171144
1167,1.303904923599321,1509,3072,0.01400679117147708,97.0,25.46477079796265,41.0,1.3249937494791233,33.0,8789,3.7641303441953498,5438,277192,4.459252971137521,10506,5.962226640159046,0.6404923599320883,3.730475382003396,0.01740237691001698,0.041171477079796265
17763,1.1402506450423886,3767,6187,0.019719867305565793,306.0,20.751013638039073,129.0,1.3461876637506105,107.0,16179,3.8483502819841022,7455,531299,3.7583855510504978,20393,4.41359171754712,0.6942499078510873,2.9817545152967195,0.02377441946185035,0.05639513453741246
19369,1.1991069616399432,3643,5908,0.0306474528110412,399.0,21.401461335498276,185.0,1.3735501920432454,151.0,14580,3.8627815448812175,8474,500649,4.00568297138218,19736,4.417513038704365,0.7393951694743252,2.9592043840064948,0.0375482037751167,0.08098234219606251
20674,1.8473282442748091,481,242,0.2824427480916031,144.0,29.33587786259542,55.0,1.6377829820452772,37.0,597,4.706739526411657,901,21937,9.244274809160306,1211,1.5176715176715176,3.6717557251908395,4.557251908396947,0.4198473282442748,1.099236641221374
19369,1.1991069616399432,3643,5908,0.0306474528110412,399.0,21.401461335498276,185.0,1.3735501920432454,151.0,14580,3.8627815448812175,8474,500649,4.00568297138218,19736,4.417513038704365,0.7393951694743252,2.9592043840064948,0.0375482037751167,0.08098234219606251
17180,0.9113924050632911,3678,4176,0.0010912265386294195,70.0,17.37385421213444,25.0,1.3025864559649276,5.0,10514,3.6884319218159205,6509,356770,3.3714535137494543,15448,3.2001087547580207,0.802706241815801,2.2946311654299434,0.005456132693147098,0.015277171540811872
244,1.0482233502538072,1755,2891,0.08919506889050036,570.0,19.005438723712835,247.0,1.3469294312913749,246.0,7322,3.8037659537936164,5945,243049,3.461203770848441,9546,4.4393162393162395,0.6363306744017404,2.6548223350253806,0.08955765047135605,0.20667150108774474
9556,15.0,20,30,1.0,18.0,41.5,10.0,1.4698795180722892,2.0,10,7.409638554216867,66,775,14.0,28,0.4,10.0,5.0,5.0,9.0
2097,1.0034188034188034,1723,2935,0.02188034188034188,144.0,17.661538461538463,55.0,1.3039101819589625,64.0,6960,3.6672861014324427,5597,233381,3.095726495726496,9055,4.2553685432385375,0.589059829059829,2.3794871794871795,0.018803418803418803,0.04923076923076923
9558,14.0,18,28,1.0,19.0,41.5,10.0,1.4216867469879517,2.0,10,7.120481927710843,64,747,13.0,26,0.4444444444444444,9.0,5.0,5.0,9.5
2852,0.9856078129015677,2569,3835,0.014906193780519147,129.0,17.996658956566435,53.0,1.3113316672616921,58.0,9766,3.7119742948946803,5706,319857,3.212284759701876,12499,3.865317244063838,0.6602415831405808,2.509894628630172,0.013621177075301978,0.03315343099460293
9552,12.0,21,36,1.0,25.0,35.666666666666664,13.0,1.3831775700934579,3.0,14,6.710280373831775,77,907,10.333333333333334,31,0.47619047619047616,7.0,4.666666666666667,4.333333333333333,8.333333333333334
3289,0.8404778636683063,2971,3588,0.004919184820801124,41.0,16.44951979386273,16.0,1.291884425330732,21.0,9125,3.647380487874343,5757,312168,2.9285546966502696,12502,3.208010770784248,0.6959475286952448,2.137502928086203,0.0037479503396579995,0.009604122745373624
9557,15.0,18,30,1.0,19.0,41.5,10.0,1.4457831325301205,2.0,10,7.409638554216867,66,776,13.0,26,0.4444444444444444,9.0,5.0,5.0,9.5
1661,0.9771662763466042,4260,6676,0.00468384074941452,111.0,18.405444964871194,43.0,1.307023682661874,32.0,17084,3.6600209947036086,8352,562521,3.152078454332553,21535,4.055164319248826,0.6235362997658079,2.500585480093677,0.006293911007025761,0.016247072599531617
9551,18.333333333333332,22,55,1.0,23.0,40.666666666666664,11.0,1.3770491803278688,3.0,12,7.991803278688525,96,1223,10.333333333333334,31,0.4090909090909091,7.333333333333333,4.0,3.6666666666666665,7.666666666666667
9555,24.0,21,48,1.0,19.0,52.5,11.0,1.4,2.0,11,8.371428571428572,85,1099,14.5,29,0.38095238095238093,10.5,5.5,5.5,9.5
221,0.952326468344775,5494,7491,0.009280447495550471,223.0,17.128909229595727,111.0,1.3187047262795393,73.0,17596,3.710730613941337,8323,611535,3.108187134502924,24449,3.4501274117218785,0.6984490211034834,2.236969234680905,0.014111365369946605,0.028349860157640478
108,0.9551495016611296,5320,7475,0.009455660618451316,233.0,17.257730641451573,121.0,1.3170984532685714,74.0,17569,3.6964215639091065,8301,609336,3.1092512139023767,24333,3.573872180451128,0.6797853309481217,2.2449527216969076,0.015461282903143369,0.029772553028366983
9553,15.0,21,30,1.0,17.0,55.5,11.0,1.3783783783783783,2.0,11,8.81981981981982,92,1223,14.5,29,0.38095238095238093,10.5,5.5,5.5,8.5
2343,0.9949811794228356,631,793,0.03638644918444166,81.0,17.144291091593477,38.0,1.3381147540983607,29.0,1809,3.745828454332553,2320,62980,3.3237139272271015,2649,3.198098256735341,0.7917189460476788,2.2697616060225845,0.04767879548306148,0.10163111668757842
2344,0.9280155642023347,383,477,0.0933852140077821,115.0,19.848249027237355,53.0,1.3013134679474614,48.0,1492,3.681729072730837,1826,46399,3.480544747081712,1789,3.671018276762402,0.745136186770428,2.90272373540856,0.10311284046692606,0.2237354085603113
2345,0.7832512315270936,407,477,0.08210180623973727,127.0,14.860426929392446,45.0,1.3004419889502763,50.0,1108,3.6156906077348068,1652,40230,2.6683087027914616,1625,2.9926289926289926,0.6683087027914614,1.819376026272578,0.07389162561576355,0.20853858784893267
2346,0.7676438653637351,608,707,0.24647122692725298,512.0,14.129207383279045,191.0,1.3399677245831092,227.0,1576,3.760393452701145,2130,59905,2.6644951140065145,2454,3.036184210526316,0.6601520086862106,1.711183496199783,0.20738327904451684,0.5559174809989142
2347,0.6942446043165468,287,386,0.2589928057553957,328.0,13.02158273381295,124.0,1.2946132596685083,144.0,834,3.574585635359116,1418,31856,2.1546762589928057,1198,3.1742160278745644,0.5161870503597122,1.5,0.22302158273381295,0.5899280575539568
2348,0.8335974643423137,461,526,0.028526148969889066,56.0,14.74960380348653,22.0,1.3377028043408188,18.0,1166,3.738261523584399,1769,42694,2.746434231378764,1733,2.759219088937093,0.7305863708399366,1.8478605388272584,0.03486529318541997,0.08874801901743265
2349,1.0921273031825796,380,652,0.16917922948073702,267.0,19.59463986599665,133.0,1.3745084629851256,101.0,1641,3.8918618567276457,2080,55752,3.7353433835845897,2230,4.868421052631579,0.6365159128978225,2.748743718592965,0.22278056951423786,0.4472361809045226
2350,1.069182389937107,366,510,0.1278825995807128,164.0,15.643605870020965,72.0,1.308764406325382,61.0,885,3.659340659340659,1609,33510,2.8637316561844863,1366,2.73224043715847,0.7672955974842768,1.8553459119496856,0.1509433962264151,0.3438155136268344
9554,19.5,17,39,1.0,16.0,45.5,9.0,1.4175824175824177,2.0,9,7.7032967032967035,73,882,13.0,26,0.5294117647058824,8.5,4.5,4.5,8.0
20559,0.997090203685742,2360,2056,0.009699321047526674,68.0,20.026188166828323,28.0,1.3442630890686298,20.0,5395,3.716108877803071,4873,185144,3.8001939864209504,7836,2.3203389830508474,1.1445198836081474,2.6163918525703203,0.013579049466537343,0.03297769156159069
13882,1.1271167802946997,3284,5125,0.03584781174400704,448.0,21.53353859687706,191.0,1.361923340108055,163.0,13281,3.822822301430862,7653,452098,3.950076973828898,17961,4.469244823386115,0.7222344402903013,2.9208269188475917,0.04200571805586101,0.09852650098966352
12239,0.8890938436707402,4548,3856,0.02836061793866728,324.0,21.820843901314273,125.0,1.2720500438517703,123.0,13817,3.569365047497279,5111,411460,3.726077934055799,16160,2.5532102022867194,1.0486511413419415,3.1858427484436245,0.028821766197832603,0.0747060179847821
10373,0.7153297372542196,5908,4111,0.02853662780581173,320.0,16.26605185314077,111.0,1.32064269744654,164.0,11173,3.663321958472845,5759,412079,3.023316512963285,17375,1.9409275558564658,1.028014616321559,1.944144771184966,0.01931442491734818,0.05568122498694971
26468,1.8473282442748091,600,242,0.20610687022900764,86.0,32.18320610687023,32.0,1.6105313092979128,27.0,630,4.611480075901328,1014,23778,10.183206106870228,1334,1.2233333333333334,4.580152671755725,4.809160305343512,0.24427480916030533,0.6564885496183206
9297,0.7368788142981691,5708,4226,0.004184829991281604,59.0,16.84969485614647,26.0,1.325292601906181,24.0,11969,3.691347676259663,5286,428712,3.1487358326068002,18058,2.1636299929922913,0.9952920662598082,2.0870095902353967,0.004533565823888404,0.01028770706190061
5308,0.7341619195580873,5359,4253,0.004142931123770067,88.0,16.789401001208354,53.0,1.3243437760253338,24.0,12331,3.6980084514862073,5364,431767,2.9844640082858622,17289,2.2261615973129314,0.9250819955118246,2.1286034869670294,0.009148972898325565,0.01519074745382358
9807,0.7866963953920476,5375,4234,0.02508361204013378,333.0,17.445187662578967,138.0,1.3222174885504314,135.0,11755,3.7287570561295134,5897,420684,3.234485321441843,17408,2.2386976744186047,0.9986993682645856,2.184132292827945,0.02564102564102564,0.061872909698996656
20630,0.8225357341748654,5117,4431,0.013365509560051976,253.0,18.01280861332838,76.0,1.336291029010151,72.0,12801,3.7604163446179215,6268,440486,3.3346946352329683,17964,2.5106507719366817,0.949879339149805,2.3762762205309076,0.014108037868943754,0.04696491553740487
37820,1.0011345586566827,4236,4412,0.021329702745631948,244.0,18.567279328341275,101.0,1.336054554786987,94.0,11412,3.763143744042236,7311,373958,3.6090310869071933,15905,2.7547214353163363,0.9611980939414567,2.589516678012253,0.02291808486498752,0.05536646244610846
28071,1.0710010881392817,2977,3937,0.011697497279651796,145.0,20.53536452665941,64.0,1.3066977532852904,43.0,10539,3.6310539423484527,5321,335428,3.6137105549510338,13284,3.4622102788041653,0.809847660500544,2.866974972796518,0.017410228509249184,0.03944504896626768
7884,0.9293344289235825,914,1131,0.049301561216105176,173.0,21.51027115858669,79.0,1.3235923294369318,60.0,3909,3.725418290167316,3101,119711,3.704190632703369,4508,3.9321663019693656,0.7510271158586689,3.211996713229252,0.06491372226787182,0.14215283483976993
10556,1.533397251518057,4904,4798,0.007350591243208693,108.0,26.479066794503037,30.0,1.4002148383281232,23.0,11610,3.9782385671007687,6574,399453,5.612975391498882,17563,2.581362153344209,1.5672738894215403,3.710450623202301,0.009587727708533078,0.03451581975071908
1685,0.7818653971001948,4756,3613,0.0023804371348193033,29.0,19.207530837481066,17.0,1.3846864507988013,11.0,11479,3.861905405709908,5479,416585,3.664358363990478,16933,2.560344827586207,1.0292144557455096,2.484094351871889,0.003678857390175287,0.006275697900887254
1686,0.8076171875,5640,5789,0.006556919642857143,111.0,16.4267578125,41.0,1.3794576507257086,47.0,14723,3.866187673571301,7350,550723,2.9886997767857144,21423,2.798404255319149,0.7868303571428571,2.053989955357143,0.005719866071428571,0.015485491071428572
20047,1.8244274809160306,461,239,0.2824427480916031,118.0,28.633587786259543,49.0,1.6475606504932019,37.0,591,4.732071447613969,865,21499,9.053435114503817,1186,1.5726681127982647,3.519083969465649,4.511450381679389,0.37404580152671757,0.9007633587786259
2861,0.8693121693121693,3628,4929,0.0014109347442680777,44.0,16.94532627865961,12.0,1.3359596169858452,8.0,12976,3.733076602830974,7202,437702,3.3853615520282188,19195,4.290793825799338,0.6398589065255732,2.288536155202822,0.0021164021164021165,0.007760141093474427
20494,1.1642097406232506,4413,6239,0.06400447844747155,887.0,21.81451763388692,401.0,1.367523780195716,343.0,16486,3.905888592349278,7378,554861,4.414629595073708,23658,4.360978925900747,0.8234745288300056,3.076320208994215,0.0748273931703676,0.16551595446911738
20546,1.112673855289889,5403,7120,0.004531958118456009,93.0,19.518205969682764,48.0,1.3924353667421956,29.0,17643,3.987077351737832,8589,602954,4.063603688076262,26003,3.8126966500092543,0.8443506797937178,2.757149554617909,0.007501172058134084,0.014533520862634786
13372,0.6687222971670842,3370,3470,0.01599537483137406,208.0,17.12025438427443,81.0,1.2893614147258463,83.0,11142,3.5639316951270303,5554,384633,2.745808440932742,14248,3.227893175074184,0.6494507612256697,2.147234534592407,0.01560994411254577,0.04008479475814222
35247,0.6880016899028306,2990,3257,0.0019011406844106464,63.0,16.434305027460923,11.0,1.300745501285347,9.0,8944,3.58413881748072,5491,338584,2.5815378115758345,12221,3.0872909698996653,0.6316011829319814,1.8893113645965356,0.0023236163920574565,0.013307984790874524
10067,0.7106476839783437,3563,3544,0.02205734910767997,260.0,17.412472428313617,110.0,1.307453130038233,110.0,10440,3.5743815928877423,5468,376525,2.775215560457189,13840,2.8843671063710357,0.7144575897333066,2.093442951674353,0.02205734910767997,0.05213555243633447
21522,1.83206106870229,473,240,0.2824427480916031,138.0,29.137404580152673,53.0,1.6355776788053444,37.0,595,4.7000261985852765,898,21764,9.13740458015267,1197,1.5306553911205074,3.6106870229007635,4.541984732824427,0.40458015267175573,1.0534351145038168
223,1.5606672047350014,3258,5801,0.004304546677428033,71.0,23.013989776701642,38.0,1.3508527874869949,16.0,12495,3.852039325251628,8037,399683,4.390637610976594,16320,4.009208103130755,0.8765133171912833,3.361581920903955,0.010223298358891578,0.0191014258810869
21603,1.9083969465648856,448,250,0.2824427480916031,120.0,28.778625954198475,47.0,1.643236074270557,37.0,589,4.725729442970822,871,21641,9.038167938931299,1184,1.6428571428571428,3.4198473282442747,4.4961832061068705,0.35877862595419846,0.916030534351145
2688,0.9536689876807712,3519,3561,0.0032137118371719335,27.0,18.724959828602035,12.0,1.3439694503639925,12.0,8705,3.7416725067578196,6317,318258,3.5790037493304765,13364,2.797669792554703,0.9424209962506696,2.3312801285484737,0.0032137118371719335,0.00723085163363685
20912,0.7944664031620553,4879,4020,0.011264822134387351,197.0,17.280237154150196,61.0,1.336832955923054,57.0,10753,3.7712550607287447,6305,400030,3.358498023715415,16994,2.4830907972945275,0.9642292490118577,2.125098814229249,0.012055335968379446,0.03893280632411067
21530,0.7615417196103346,3737,3596,0.0033883947479881405,63.0,16.6143583227446,25.0,1.3105681108434348,16.0,8837,3.670452372758212,6162,349419,2.9839051249470563,14090,2.77040406743377,0.7914019483269801,1.8714527742482,0.0052943667937314694,0.013341804320203304
2568,1.0317639107907186,3024,4580,0.004730795224149583,59.0,19.527145753548098,28.0,1.3448391227604666,21.0,12601,3.7951684913648895,7027,404058,3.58098670871818,15896,4.256613756613756,0.68123451227754,2.8387024104528047,0.0063077269655327775,0.013291281820229782
434,0.7690422707780273,4246,3766,0.007759852971206862,87.0,17.440677966101696,33.0,1.3104546465746367,38.0,10965,3.675143723582376,5946,385680,3.231774555850521,15826,2.727272727272727,0.8670614662037982,2.2391259955074534,0.006738819685521748,0.017765979170920973
863,0.6056078214351596,3768,3283,0.00590296993174691,84.0,13.45729570190002,26.0,1.3320950762144972,32.0,7866,3.6499067880250027,5396,321314,2.28408042796532,12382,2.2860934182590236,0.6950747094631987,1.4510237963475374,0.004796163069544364,0.01549529607083564
1155,0.576058611697504,5514,4639,0.0075748168384453,147.0,12.094002235191853,48.0,1.3113981497643568,61.0,10152,3.623114597558346,6814,426228,2.1429281013286974,17257,2.129669931084512,0.6847137712653669,1.2606482056376505,0.005960511610579908,0.01825406680740097
1872,0.5070057083549558,4346,2931,0.0005189413596263622,7.0,13.530531049991351,5.0,1.2820250575300434,3.0,9035,3.515456405011506,4247,333429,2.185608026293029,12635,1.9072710538426139,0.75177304964539,1.5628783947413942,0.0008649022660439371,0.0012108631724615118
9746,1.1495670995670995,3352,5311,0.014935064935064935,158.0,22.202164502164504,74.0,1.320734299140133,69.0,14393,3.7418936572620742,7191,469851,3.7248917748917747,17209,4.133949880668258,0.7255411255411255,3.1153679653679656,0.016017316017316017,0.0341991341991342
